start,end,line,unformatted,segments,time_diff,unf_diff,line_diff,ref_start,ref_end,prev_segments,next_segments,token
55.539,56.006,0,1、2、3,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]",False,True,True,True,False,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]","[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]",3
55.239,55.539,0,1、2、3,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]",False,False,False,False,False,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]","[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]",2、
54.905,55.239,0,1、2、3,"[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]",False,False,False,False,True,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]","[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]",1、
55.539,56.006,-1,1、2、3,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]",True,False,True,True,False,"[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]","[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]",3
55.239,55.539,-1,1、2、3,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]",False,False,False,False,False,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (3, '3')]","[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]",2、
54.905,55.239,-1,1、2、3,"[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]",False,False,False,False,True,"[(3, '1'), (3, '、'), (3, '2'), (3, '、'), (2, '3')]","[(3, 'd'), (3, 'r'), (3, 'u'), (3, 'm'), (3, 's'), (3, ':'), (3, '山'), (3, '本'), (3, '真'), (3, '央'), (3, '樹'), (3, 's'), (3, 't'), (3, 'r'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, ':'), (3, '室'), (3, '屋'), (3, '光'), (3, '一'), (3, '郎'), (3, 'ス'), (3, 'ト'), (3, 'リ'), (3, 'ン'), (3, 'グ'), (3, 'ス')]",1、
11.428,13.197,91,drums:山本真央樹strings:室屋光一郎ストリングス,"[(3, 'd'), (3, 'r'), (3, 'u'), (3, 'm'), (3, 's'), (3, ':'), (3, '山'), (3, '本'), (3, '真'), (3, '央'), (3, '樹'), (3, 's'), (3, 't'), (3, 'r'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, ':'), (3, '室'), (3, '屋'), (3, '光'), (3, '一'), (3, '郎'), (3, 'ス'), (3, 'ト'), (3, 'リ'), (3, 'ン'), (3, 'グ'), (3, 'ス')]",True,True,True,True,True,"[(3, '1'), (3, '、'), (2, '2'), (2, '、'), (2, '3')]","[(3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, ':'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, '&'), (3, 'a'), (3, 'm'), (3, 'p'), (3, ';'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '菊'), (3, '池'), (3, '司'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]",drums:山本真央樹strings:室屋光一郎ストリングス
89.706,91.442,91,mixingstudio:studioarterecording&amp;mixingengineer:菊池司（arterefact）,"[(3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, ':'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, '&'), (3, 'a'), (3, 'm'), (3, 'p'), (3, ';'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '菊'), (3, '池'), (3, '司'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]",True,True,False,True,True,"[(3, 'd'), (3, 'r'), (3, 'u'), (3, 'm'), (3, 's'), (3, ':'), (3, '山'), (3, '本'), (3, '真'), (3, '央'), (3, '樹'), (3, 's'), (3, 't'), (3, 'r'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, ':'), (3, '室'), (3, '屋'), (3, '光'), (3, '一'), (3, '郎'), (3, 'ス'), (3, 'ト'), (3, 'リ'), (3, 'ン'), (3, 'グ'), (3, 'ス')]","[(3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, 'a'), (3, 'j'), (3, 'k'), (3, 'h'), (3, 'a'), (3, 'j'), (3, 'a'), (3, 'n'), (3, 'c'), (3, 'h'), (3, 'i'), (3, '、'), (3, '沢'), (3, '田'), (3, '悠'), (3, '介'), (3, '（'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'j'), (3, 'i'), (3, 'v'), (3, 'e'), (3, '）')]",mixingstudio:studioarterecording&amp;mixingengineer:菊池司（arterefact）
87.971,89.706,83,recordingengineer:neerajkhajanchi、沢田悠介（studiojive）,"[(3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, 'a'), (3, 'j'), (3, 'k'), (3, 'h'), (3, 'a'), (3, 'j'), (3, 'a'), (3, 'n'), (3, 'c'), (3, 'h'), (3, 'i'), (3, '、'), (3, '沢'), (3, '田'), (3, '悠'), (3, '介'), (3, '（'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'j'), (3, 'i'), (3, 'v'), (3, 'e'), (3, '）')]",False,True,True,True,True,"[(3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, ':'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, '&'), (3, 'a'), (3, 'm'), (3, 'p'), (3, ';'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '菊'), (3, '池'), (3, '司'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]","[(3, 's'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'd'), (3, 'i'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 't'), (3, 'e'), (3, 'd'), (3, 'b'), (3, 'y'), (3, '宮'), (3, '家'), (3, '智'), (3, '彦'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]",recordingengineer:neerajkhajanchi、沢田悠介（studiojive）
91.442,93.177,-1,sounddirectedby宮家智彦（arterefact）,"[(3, 's'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'd'), (3, 'i'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 't'), (3, 'e'), (3, 'd'), (3, 'b'), (3, 'y'), (3, '宮'), (3, '家'), (3, '智'), (3, '彦'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]",True,True,True,True,True,"[(3, 'r'), (3, 'e'), (3, 'c'), (3, 'o'), (3, 'r'), (3, 'd'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, 'a'), (3, 'j'), (3, 'k'), (3, 'h'), (3, 'a'), (3, 'j'), (3, 'a'), (3, 'n'), (3, 'c'), (3, 'h'), (3, 'i'), (3, '、'), (3, '沢'), (3, '田'), (3, '悠'), (3, '介'), (3, '（'), (3, 's'), (3, 't'), (3, 'u'), (3, 'd'), (3, 'i'), (3, 'o'), (3, 'j'), (3, 'i'), (3, 'v'), (3, 'e'), (3, '）')]","[(3, 's'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'p'), (3, 'r'), (3, 'o'), (3, 'd'), (3, 'u'), (3, 'c'), (3, 'e'), (3, 'd'), (3, 'b'), (3, 'y'), (3, '小'), (3, '濱'), (3, '信'), (3, '慶'), (3, '（'), (3, 'a'), (3, 'r'), (3, 't'), (3, 'e'), (3, 'r'), (3, 'e'), (3, 'f'), (3, 'a'), (3, 'c'), (3, 't'), (3, '）')]",sounddirectedby宮家智彦（arterefact）
