start,end,line,unformatted,segments,time_diff,unf_diff,line_diff,ref_start,ref_end,prev_segments,next_segments,token
30.581,30.814,92,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,True,True,True,False,"[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
30.381,30.581,92,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,False,"[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
30.147,30.381,92,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,False,"[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
29.947,30.147,92,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,True,"[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",f
30.581,30.814,0,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",True,False,True,True,False,"[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
30.381,30.581,0,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,False,"[(16, 'f'), (16, 'o'), (16, 'o'), (16, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
30.147,30.381,0,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,False,"[(16, 'f'), (16, 'o'), (16, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",o
29.947,30.147,0,fooo〜〜〜〜〜〜〜！！,"[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]",False,False,False,False,True,"[(16, 'f'), (16, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",f
12.496,14.465,85,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]",True,True,True,True,False,"[(16, 'f'), (220, 'o'), (220, 'o'), (220, 'o'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '〜'), (16, '！'), (16, '！')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",heart
11.862,12.496,85,hearttoheart,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",False,False,False,False,False,"[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (16, 't'), (16, 'o'), (16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't')]","[(16, 'h'), (16, 'e'), (16, 'a'), (16, 'r'), (16, 't'), (220, 't'), (220, 'o'), (220, 'h'), (220, 'e'), (220, 'a'), (220, 'r'), (220, 't')]",to
